question,question_type,winner,strategy,expected_abstain,predicted_abstain,abstain_correct,answer,context,stale_warning,retrieval_time_sec,inference_time_sec,overall_response_time_sec
Which club did Zinedine Zidane win the Champions League with as a player?,person,hybrid_fixed,fixed,True,False,False,Zinedine Zidane won the Champions League with Real Madrid as a player.,"Zinedine Yazid Zidane (French: [zinedin zidan]; born 23 June 1972), popularly known as Zizou (French: [zizu]), is a French professional football manager and former player who played as an attacking midfielder. Widely regarded as one of the greatest players of all time, Zidane was a playmaker renowned for his elegance, vision, passing, and ball control. He received many individual accolades as a player, including being named FIFA World Player of the Year in 1998, 2000 and 2003, and winning the 1998 Ballon d'Or. He last coached La Liga club Real Madrid and is one of the most successful coaches in the world.

The club did not rest long after winning the European Cup, as more highly regarded players were brought into the fold in the form of Zinedine Zidane, Filippo Inzaghi, and Edgar Davids. At home, Juventus won the 1996–97 Serie A, successfully defended their title in the 1997–98 Serie A, won the 1996 UEFA Super Cup, and followed through with the 1996 Intercontinental Cup. Juventus reached two consecutive Champions League finals during this period but lost out to Borussia Dortmund and Real Madrid, respectively in 1997 and 1998.

While Zidane's final season of club football ended without a trophy, he enjoyed success on a personal note by scoring his first hat-trick, against Sevilla, in a 4–2 win in January 2006. He ended the season for Real Madrid as their second highest goalscorer and assists provider behind teammates Ronaldo and David Beckham respectively, with nine goals and ten assists in 28 games. On 7 May 2006, Zidane, who had announced his plans to retire after the 2006 World Cup, played his farewell match and scored in a 3–3 draw with Villarreal. The squad wore commemorative shirts with ZIDANE 2001–2006 below the club logo. The 80,000 fans inside the Santiago Bernabéu held up a banner reading, ""Thanks for the magic.""
In 2012, Zidane featured for Madrid in an All Stars Match against Manchester United which resulted in a 3–2 win for Real. In April 2013, he was named by Marca as a member of the ""Best foreign eleven in Real Madrid's history.""",False,0.9087914300000648,5.190023086999872,6.098814516999937
Brazil national football team represents which nation?,country-team,bm25_semantic,semantic,False,False,True,Brazil national football team represents Brazil.,"The Brazil national football team , nicknamed Seleção Canarinho (""Canary Squad"", after their bright yellow jersey), represents Brazil in men's international football and is administered by the Confederação Brasileira de Futebol (English: Brazilian Football Confederation), the governing body of football in Brazil. It has been a member of FIFA since 1923 and a founding member of CONMEBOL since 1916.

It was also a member of PFC, the unified confederation of the Americas from 1946 to 1961. Brazil is the most successful national team in the FIFA World Cup, winning the tournament five times: 1958, 1962, 1970, 1994 and 2002. The Seleção also has average overall performance in the World Cup competition, both in proportional and absolute terms, with a record of 76 victories in 114 matches played, 129 goal difference, 247 points, and 19 losses. It is the only national team to have played in all World Cup editions without any absence nor need for playoffs, and the only team to have won the World Cup in four different continents: once in Europe (the 1958 edition in Sweden), once in South America (the 1962 edition in Chile), twice in North America (the 1970 edition in Mexico and the 1994 tournament in the United States), and once in Asia (the 2002 edition co-hosted by South Korea and Japan).

The Germany national football team represents Germany in men's international football and played its first match in 1908. The team is governed by the German Football Association , founded in 1900. Between 1949 and 1990, separate German national teams were recognised by FIFA due to Allied occupation and division: the DFB's team representing the Federal Republic of Germany (commonly referred to as West Germany in English between 1949 and 1990), the Saarland team representing the Saar Protectorate and the East Germany team representing the German Democratic Republic . The latter two were absorbed along with their records; the present team represents the reunified Federal Republic.",False,0.053872796999939965,5.302784684000017,5.3566574809999565
Brazil national football team represents which nation?,country-team,hybrid_fixed,fixed,False,False,True,Brazil national football team represents Brazil.,"The Brazil national football team , nicknamed Seleção Canarinho (""Canary Squad"", after their bright yellow jersey), represents Brazil in men's international football and is administered by the Confederação Brasileira de Futebol (English: Brazilian Football Confederation), the governing body of football in Brazil. It has been a member of FIFA since 1923 and a founding member of CONMEBOL since 1916. It was also a member of PFC, the unified confederation of the Americas from 1946 to 1961.

Brazil is the most successful national team in the FIFA World Cup, winning the tournament five times: 1958, 1962, 1970, 1994 and 2002. The Seleção also has average overall performance in the World Cup competition, both in proportional and absolute terms, with a record of 76 victories in 114 matches played, 129 goal difference, 247 points, and 19 losses. It is the only national team to have played in all World Cup editions without any absence nor need for playoffs, and the only team to have won the World Cup in four different continents: once in Europe (the 1958 edition in Sweden), once in South America (the 1962 edition in Chile), twice in North America (the 1970 edition in Mexico and the 1994 tournament in the United States), and once in Asia (the 2002 edition co-hosted by South Korea and Japan). Brazil was also the most successful team in the now-defunct FIFA Confederations Cup, winning it four times, in 1997, 2005, 2009, and 2013. With the capture of the gold medal at the 2016

Portugal is colloquially referred to as the Seleção das Quinas (a synecdoche based on the flag of the country) and has several notable rivalries with other national teams. These include Brazil, due to their shared history and close cultural ties; Spain, due to their historical rivalry as Iberian neighbours; and France, due to several high-stake meetings between both teams at the Euro and World Cup.",False,0.7637176950001958,4.213983880999876,4.977701576000072
Croatia national football team represents which nation?,country-team,bm25_semantic,semantic,False,False,True,The Croatia national football team represents Croatia.,"The Croatia national football team (Croatian: Hrvatska nogometna reprezentacija) represents Croatia in men's international football matches. It is governed by the Croatian Football Federation (HNS), the governing body for football in Croatia. It is a member of UEFA in Europe and FIFA in global competition.

The team has been emblematic of Croatian nationalism since the early-1990s independence of Croatia. The football federation, government, and players have made material efforts to prevent unwanted incidents to avoid damage to the perception of the team and Croatian people.

The Italy national football team (Italian: Nazionale di calcio dell'Italia) has represented Italy in men's international football since its first match in 1910. The national team is controlled by the Italian Football Federation (FIGC), the governing body for football in Italy, which is a co-founder and member of UEFA. Italy's home matches are played at various stadiums throughout Italy, and its primary training ground and technical headquarters, Centro Tecnico Federale di Coverciano, is located in Florence. Italy is one of the most successful national teams in international competitions, having won four World Cup titles (1934, 1938, 1982, 2006), reaching two more finals (1970, 1994), and finishing third place in 1990 and fourth in 1978. Italy also won two European Championships (1968, 2020), and appeared in two other finals of the tournament (2000, 2012).

During the nation's pre-independence, Croat footballers played for Yugoslavia at the Summer Olympics, the FIFA World Cup, and the UEFA European Championship from 1956 to 1990. Croatia debuted their modern checkered jersey against the United States on 17 October 1990, winning 2–1. Caretaker manager Dražan Jerković, led the de facto national side before their formal re-admission into FIFA on 3 July 1992, winning two more friendly games against Romania in December 1990 and Slovenia in June 1991. Stanko Poklepović took over team management and led them on an exhibition tour in their debut against Australia, before he was succeeded by Vlatko Marković in April 1993.",False,0.05080676200009293,5.185002602000168,5.235809364000261
Croatia national football team represents which nation?,country-team,hybrid_fixed,fixed,False,False,True,The Croatia national football team represents Croatia.,"The Croatia national football team (Croatian: Hrvatska nogometna reprezentacija) represents Croatia in men's international football matches. It is governed by the Croatian Football Federation (HNS), the governing body for football in Croatia. It is a member of UEFA in Europe and FIFA in global competition. The team's colours reference two national symbols: the Croatian checkerboard and the country's tricolour. They are colloquially known as the Vatreni (Blazers) and the Kockasti (Checkered Ones).

Upon its admission into FIFA in 1994 ranked 125th, they ascended to third place with their debut 1998 World Cup campaign. This marked the fastest, most volatile ascension in FIFA ranking history, making them the youngest team to ever reach a Top 10 place in the World Ranking. Croatia is the second-smallest country by population (after Uruguay) and land mass (after the Netherlands) to reach a World Cup final. At the World Cup, Croatia hold records for most penalty shoot-out played (4) and won (4) and most penalties saved in a shoot-out (3), among other team records. They were named FIFA Best Mover of the Year in 1994 and 1998, thus becoming the first national team to win the award twice.

The Italy national football team (Italian: Nazionale di calcio dell'Italia) has represented Italy in men's international football since its first match in 1910. The national team is controlled by the Italian Football Federation (FIGC), the governing body for football in Italy, which is a co-founder and member of UEFA. Italy's home matches are played at various stadiums throughout Italy, and its primary training ground and technical headquarters, Centro Tecnico Federale di Coverciano, is located in Florence.

Croatia debuted their modern checkered jersey against the United States on 17 October 1990, winning 2–1. Caretaker manager Dražan Jerković, led the de facto national side before their formal re-admission into FIFA on 3 July 1992, winning two more friendly games against Romania in December 1990 and Slovenia in June 1991. Stanko Poklepović took over team management and led them on an exhibition tour in their debut against Australia, before he was succeeded by Vlatko Marković in April 1993. Croatia gained admission into UEFA in June 1993, three months after qualification for the 1994 World Cup started, missing their window to enter the competition. After winning a match against Ukraine in June 1993, Marković was succeeded by Miroslav Blažević in March 1994.",False,0.7584724660000575,6.311357107000049,7.069829573000106
How is EFL Cup categorized in football?,competition,bm25_semantic,semantic,False,False,True,The EFL Cup is categorized as an annual knockout competition in men's domestic football in England.,"With the renaming of the Football League as the English Football League in 2016, the tournament was rebranded as the EFL Cup from the 2016–17 season onwards. The tournament is played over seven rounds, with single-leg ties throughout, except for the semi-finals, which have home and away legs. The final is held at Wembley Stadium, the only leg in the competition played at a neutral venue and on a weekend (Sunday). The first two rounds are split into North and South sections, and a system of byes based on league level ensures higher-ranked teams enter in later rounds and defers the entry of teams still involved in Europe.

The English Football League Cup, often referred to as the League Cup and officially known as the Carabao Cup for sponsorship reasons, is an annual knockout competition in men's domestic football in England. Organised by the English Football League (EFL), it is open to any club within the top four levels of the English football league system (92 clubs in total) comprising the top-level Premier League, and the three divisions of the English Football League's own league competition (Championship, League One and League Two). First held in 1960–61 as the Football League Cup, it is one of two major domestic knockout trophies in English football, alongside the FA Cup, and one of the three top-tier domestic football competitions in England, alongside the Premier League and FA Cup.

Winners not only receive the EFL Cup (of which there have been three designs, the current one also being the original), but also qualify for European football. From 1966–67 until 1971–72 the winners received a place in the Inter-Cities Fairs Cup, from 1972–73 until the 2019–20 season in the UEFA Europa League (formerly the UEFA Cup) and since the 2020–21 season in the UEFA Conference League. Should the winner also qualify for Europe through other means at the end of the season, this place is transferred to the highest-placed Premier League team that has not already qualified for European competition. The most successful club in the competition is Liverpool, with 10 titles. The current champions are Manchester City, who defeated Arsenal in the 2026 final to claim their ninth title. Although the League Cup is one of the four domestic trophies attainable by English league teams, it is regarded as of lower prestige than the league title or the FA Cup.",False,0.05417749299999741,5.171179701000028,5.225357194000026
How is EFL Cup categorized in football?,competition,hybrid_fixed,fixed,False,False,True,The EFL Cup is an annual knockout competition in men's domestic football in England.,"The English Football League Cup, often referred to as the League Cup and officially known as the Carabao Cup for sponsorship reasons, is an annual knockout competition in men's domestic football in England.
Organised by the English Football League (EFL), it is open to any club within the top four levels of the English football league system (92 clubs in total) comprising the top-level Premier League, and the three divisions of the English Football League's own league competition (Championship, League One and League Two).

In 2016–17, the competition was renamed the EFL Cup as part of the Football League's rebranding to become the English Football League.

The tournament is played over seven rounds, with single-leg ties throughout, except for the semi-finals, which have home and away legs. The final is held at Wembley Stadium, the only leg in the competition played at a neutral venue and on a weekend (Sunday). The first two rounds are split into North and South sections, and a system of byes based on league level ensures higher-ranked teams enter in later rounds and defers the entry of teams still involved in Europe. Winners not only receive the EFL Cup (of which there have been three designs, the current one also being the original), but also qualify for European football. From 1966–67 until 1971–72 the winners received a place in the Inter-Cities Fairs Cup, from 1972–73 until the 2019–20 season in the UEFA Europa League (formerly the UEFA Cup) and since the 2020–21 season in the UEFA Conference League. Should the winner also qualify for Europe through other means at the end of the season, this place is transferred to the

first division, and the following year it added a further division consisting of leading northern and midlands clubs. This consolidated the Football League's position as the leading competition in English football, and established the hierarchy in which non-League clubs in the English football league system competing in the FA Cup would face Football League teams as clear underdogs.",False,0.7587985810000646,4.278706023000041,5.037504604000105
What is FC Bayern Munich known for in club football?,club,bm25_semantic,semantic,False,False,True,"FC Bayern Munich is known for being the most successful club in German football and among the world's most decorated, having won a record 34 national titles and a record 20 national cups, the DFB-Pokal, alongside numerous European titles.","Fußball-Club Bayern München e. V. , commonly known as Bayern Munich , FC Bayern or simply Bayern, is a German professional sports club based in Munich, Bavaria. They are most known for their men's professional football team, who play in the Bundesliga, the top tier of the German football league system. Bayern are the most successful club in German football and are among the world's most decorated, having won a record 34 national titles, including eleven consecutive titles from 2013 to 2023 and a record 20 national cups, the DFB-Pokal, alongside numerous European titles. Bayern Munich was founded in 1900 by eleven players, led by Franz John. Although Bayern won its first national championship in 1932, the club was not selected for the Bundesliga during its inception in 1963. The club found success in the mid/late-1960s, but the pinnacle came in the 1970s under the captaincy of Franz Beckenbauer, as they won the European Cup three consecutive times .

FC Nürnberg. The rivalry it has with Borussia Dortmund is known as Der Klassiker. Bayern Munich is one of the most widely supported football clubs in the world, and in November 2025, Bayern had more than 432,500 official club members, and 4,425 officially registered fan clubs, with over 328,564 members, making the club the largest sports club in the world by membership. The club has other departments for chess, handball, basketball, gymnastics, bowling, table tennis and senior football, with more than 1,500 active members.

The reserve team, FC Bayern Munich II, serves mainly as the final stepping stone for promising young players before being promoted to the main team. The team competes in the Regionalliga Bayern, the fourth level of German football. Their greatest achievement to date was winning the 3.",True,0.05101513599993268,5.220663129000059,5.271678264999991
What is FC Bayern Munich known for in club football?,club,hybrid_fixed,fixed,False,False,True,"FC Bayern Munich is known for being the most successful club in German football and among the world's most decorated, having won a record 34 national titles and a record 20 national cups.","Fußball-Club Bayern München e. V. , commonly known as Bayern Munich , FC Bayern or simply Bayern, is a German professional sports club based in Munich, Bavaria. They are most known for their men's professional football team, who play in the Bundesliga, the top tier of the German football league system. Bayern are the most successful club in German football and are among the world's most decorated, having won a record 34 national titles, including eleven consecutive titles from 2013 to 2023 and a record 20 national cups, the DFB-Pokal, alongside numerous European titles.

In mid-2013, Bayern was the first club to give financial support to the Magnus Hirschfeld National Foundation. The foundation researches the living environment of LGBT people, and develops an education concept to facilitate unbiased dealing with LGBT themes in football. In 2016, Bayern received the Nine Values Cup, an award of the international children's social programme Football for Friendship.
The club has also organised a charity competition called 'Beckenbauer Cup'. The predecessor event, Beckenbauer Cup explicitly donated its proceeds to Franz Beckenbauer Foundation — a foundation helping people with disability, people who are ill or otherwise in need. According to post-tournament reporting, the Beckenbauer Cup raised €75,000 for charity, which will be donated to the foundation.

The club's most prominent ultra groups are Schickeria München, Inferno Bavaria, Red Munichs '89, Südkurve '73, Munichmaniacs 1996, Red Angels, and Red Sharks. The ultras scene of Bayern Munich has been recognised for certain groups taking stance against right-wing extremism, racism and homophobia, and in 2014 the group Schickeria München received the Julius Hirsch Award by the DFB for its commitment against antisemitism and discrimination.
Stern des Südens is the song which fans sing at FCB home games. In the 1990s, they also used to sing FC Bayern, Forever Number One. Another notable song is Mia San Mia (Bavarian for ""we are who we are""), which is a well-known motto of the club as well. A renowned catchphrase for the team is ""Packmas"", which is a Bavarian phrase for the German ""Packen wir es"", which means ""let's do it"". The club's mascot is an anthropomorphic bear named ""Berni"" since 2004.",True,0.8594400730000871,5.218802086000096,6.078242159000183
What is Borussia Dortmund known for in club football?,club,bm25_semantic,semantic,False,False,True,"Borussia Dortmund is known for its long-standing rivalry with Ruhr neighbours Schalke 04, against whom they contest the Revierderby.","Ballspielverein Borussia 09 e. V. Dortmund, often known simply as Borussia Dortmund or by its initialism BVB , or just Dortmund by international fans, is a German professional sports club based in Dortmund, North Rhine-Westphalia. It is best known for its men's professional football team, which plays in the Bundesliga, the top tier of the German football league system. Founded in 1909 by eighteen football players from Dortmund, they are nicknamed Die Schwarzgelben (The Black and Yellow), for the colours used in the club's crest.

Borussia Dortmund are one of four German clubs to win the Bundesliga and DFB-Pokal double, along with Bayern Munich, 1. FC Köln and Werder Bremen. The club was voted Team of the Year 2011 at the annual Sportler des Jahres (German Sports Personality of the Year) awards. Borussia Dortmund ended the 2012–13 season in second place in the Bundesliga, finishing second to Bayern Munich which had set a league record of 91 points. In the UEFA Champions League, Dortmund defeated Real Madrid in the semi-finals, winning the home leg 4-1 and losing the away leg 0–2 to advance on aggregate goals. Dortmund played in their second UEFA Champions League final against Bayern Munich in the first ever all-German club final at Wembley Stadium on 25 May 2013, which they lost 2–1. In the 2013–14 season, Borussia Dortmund won the 2013 DFL-Supercup 4–2 against rivals Bayern Munich. The 2013–14 season started with a five-game winning streak for Dortmund, their best start to a season.

They hold a long-standing rivalry with Ruhr neighbours Schalke 04, against whom they contest the Revierderby. They also contest Der Klassiker with Bayern Munich. Dortmund is the largest sports club by membership in Germany after FC Bayern Munich, with about 218,000 members, making Borussia Dortmund the fifth largest sports club by membership in the world. The club also has a women's handball team. Since 1974, Dortmund have played their home games at the Westfalenstadion; the stadium is the largest in Germany, the Yellow Wall, a standing terrace in the South Stand, is the largest of its kind in Europe, and Dortmund has the highest average attendance of any association football club in the world. Dortmund is the second most decorated German football team, domestically, they have eight league championships, five DFB-Pokals, and six DFL-Supercups. Internationally, they won the UEFA Champions League in 1997, the European Cup Winners' Cup in 1966, and the Intercontinental Cup in 1997.",True,0.05068633000018963,6.377784462999898,6.428470793000088
What is Borussia Dortmund known for in club football?,club,hybrid_fixed,fixed,False,False,True,"Borussia Dortmund is known for its men's professional football team, which plays in the Bundesliga, the top tier of the German football league system.","Ballspielverein Borussia 09 e. V. Dortmund, often known simply as Borussia Dortmund or by its initialism BVB , or just Dortmund by international fans, is a German professional sports club based in Dortmund, North Rhine-Westphalia. It is best known for its men's professional football team, which plays in the Bundesliga, the top tier of the German football league system.

Dortmund is the second most decorated German football team, domestically, they have eight league championships, five DFB-Pokals, and six DFL-Supercups. Internationally, they won the UEFA Champions League in 1997, the European Cup Winners' Cup in 1966, and the Intercontinental Cup in 1997. In addition, they were runners-up in the Champions League in 2013 and 2024 and UEFA Europa League (formerly the UEFA Cup) in 1993 and 2002.
Under the directorship of Michael Zorc in the 2010s, Dortmund cultivated a reputation for spotting and developing young talent, and have remained focused on developing a youth system. As of 2024, Dortmund had the second most revenue across football clubs in Germany, and the 12th most revenue across all football teams in the world, per Deloitte's Football Money League.

Borussia Dortmund's name is attached to a number of Bundesliga and European records:

The club was founded on 19 December 1909 by a group of young men unhappy with the Catholic church-sponsored Trinity Youth, where they played football under the guidance of the local parish priest. The priest, Father Dewald was blocked at the door when he tried to break up the organising meeting being held in a room of the local pub, Zum Wildschütz. The founders were Franz and Paul Braun, Henry Cleve, Hans Debest, Paul Dziendzielle, Franz, Julius and Wilhelm Jacobi, Hans Kahn, Gustav Müller, Franz Risse, Fritz Schulte, Hans Siebold, August Tönnesmann, Heinrich and Robert Unger, Fritz Weber and Franz Wendt. The name Borussia is Latin for Prussia but was taken from Borussia beer from the nearby Borussia brewery in Dortmund. The team began playing in blue and white striped shirts with a red sash, and black shorts. In 1913, they donned the black and yellow stripes for the first time.",True,0.7689975789999153,5.491149156999882,6.260146735999797
Which footballer announced retirement in January 2027?,unanswerable,bm25_semantic,semantic,True,True,True,I don't know.,"On 13 June 2023, via an official statement released through Agence France-Presse, Mbappé announced his decision not to renew his contract with PSG, which was set to expire in June 2024; according to him, the club had been informed about his decision since 15 July 2022. In response to an article published by Le Parisien about his reported desire to join Real Madrid in the upcoming summer window, Mbappé tweeted that the rumours were ""lies"", reaffirming his intention to ""continue at PSG next season, where [he is] very happy"". However, during the unveiling of new manager Luis Enrique on 5 July 2023, PSG president Nasser Al-Khelaifi clarified the club's stance on Mbappé, stating that ""if [he wants] to stay [...] he [needs] to sign a new contract"". On 21 July, Mbappé was excluded from PSG's preseason tour in Japan. After much speculation surrounding his future at Paris Saint-Germain, a statement from the club on 13 August 2023, confirmed Mbappé's reintegration into the first team.

The 2021–22 season saw the club win the domestic cup double, the FA Cup and the League Cup. In January 2024, Klopp announced that he would leave the club at the end of the season, and he won his final trophy with the club, the League Cup, the following month. Arne Slot was announced as Klopp's successor in May 2024, and the club won a record-equalling twentieth top-flight league title in his first season in charge.

Zinedine Yazid Zidane (French: [zinedin zidan]; born 23 June 1972), popularly known as Zizou (French: [zizu]), is a French professional football manager and former player who played as an attacking midfielder. Widely regarded as one of the greatest players of all time, Zidane was a playmaker renowned for his elegance, vision, passing, and ball control. He received many individual accolades as a player, including being named FIFA World Player of the Year in 1998, 2000 and 2003, and winning the 1998 Ballon d'Or. He last coached La Liga club Real Madrid and is one of the most successful coaches in the world. Zidane started his career at Cannes, before establishing himself as one of the best players in the French Ligue 1 at Bordeaux. In 1996, he moved to Italian club Juventus, where he won several trophies, including two Serie A titles. He moved to Real Madrid for a world-record fee at the time of €77.5 million in 2001, which remained a record for the next eight years.",True,0.05205753299992466,6.302721842999972,6.354779375999897
Which footballer announced retirement in January 2027?,unanswerable,hybrid_fixed,fixed,True,True,True,I don't know.,"On 13 June 2023, via an official statement released through Agence France-Presse, Mbappé announced his decision not to renew his contract with PSG, which was set to expire in June 2024; according to him, the club had been informed about his decision since 15 July 2022. In response to an article published by Le Parisien about his reported desire to join Real Madrid in the upcoming summer window, Mbappé tweeted that the rumours were ""lies"", reaffirming his intention to ""continue at PSG next season, where [he is] very happy"". However, during the unveiling of new manager Luis Enrique on 5 July 2023, PSG president Nasser Al-Khelaifi clarified the club's stance on Mbappé, stating that ""if [he wants] to stay [...] he [needs] to sign a new contract"". On 21 July, Mbappé was excluded from PSG's preseason tour in Japan. After much speculation surrounding his future at Paris Saint-Germain, a statement from the club on 13 August 2023, confirmed Mbappé's reintegration into the first team. This

Cristiano Ronaldo dos Santos Aveiro (born 5 February 1985), nicknamed CR7, is a Portuguese professional footballer who plays as a forward for and captains both Saudi Pro League club Al-Nassr and the Portugal national team. Widely regarded as one of the greatest players in history, he has won numerous individual accolades throughout his career, including five Ballon d'Ors, a record three UEFA Men's Player of the Year Awards, and four European Golden Shoes. He was also named the world's best player five times by FIFA. He has won 34 trophies in his career, including five UEFA Champions Leagues and the UEFA European Championship. He holds the records for most goals (140) and assists (42) in the Champions League, goals (14) and assists (8) in the European Championship, and most international appearances (226) and international goals (143). He is the only player to have scored 100 goals with four different clubs. He has made over 1,300 professional career appearances, the most by an outfield",True,0.858691891000035,4.433360212000025,5.29205210300006
Give a brief overview of Copa America in football.,general,bm25_semantic,semantic,False,False,True,The Copa America is the top men's quadrennial football tournament contested among national teams from South America.,"The CONMEBOL Copa América (English: American Cup; known until 1975 as the South American Football Championship), often simply called the Copa America, is the top men's quadrennial football tournament contested among national teams from South America. It is the oldest still-running continental football competition. The competition determines the champions of South America, minus Suriname, Guyana and French Guiana. Since the 1990s, teams from North America and Asia have also been invited to compete. Eight of the ten CONMEBOL national teams have won the tournament at least once in its 48 stagings since the event's inauguration in 1916, with Ecuador and Venezuela the only teams yet to win. Argentina have the most championships in the tournament's history, with 16 cups. The country that hosted the tournament the most times (nine editions) is Argentina, including the inaugural edition in 1916.

Copa América Femenina
Copa América Centenario
Copa Centenario Revolución de Mayo
Continental football championships
Panamerican Championship

Official website 
A brief history of the Copa América on The Guardian
The Copa América Archive – Trivia
RSSSF archive – includes extensive match reports.

The first football team in South America, Lima Cricket and Football Club, was established in Peru in 1859, and the Argentine Football Association was founded in 1893. By the early 20th century, football was growing in popularity, and the first international competition held among national teams of the continent occurred in 1910 when Argentina organized an event to commemorate the centenary of the May Revolution. Chile and Uruguay participated, but this event is not considered official by CONMEBOL. Similarly, for the centennial celebration of its independence, Argentina held a tournament between 2 and 17 July 1916 with Argentina, Chile, Uruguay and Brazil being the first participants of the tournament. This so-called Campeonato Sudamericano de Football would be the first edition of what is currently known as Copa América; Uruguay would triumph in this first edition after tying 0–0 with hosts Argentina in the deciding, last match held in Estadio Racing Club in Avellaneda.",False,0.050465095999925325,5.238758381000025,5.28922347699995
Give a brief overview of Copa America in football.,general,hybrid_fixed,fixed,False,False,True,The Copa America is the top men's quadrennial football tournament contested among national teams from South America.,"The CONMEBOL Copa América (English: American Cup; known until 1975 as the South American Football Championship), often simply called the Copa America, is the top men's quadrennial football tournament contested among national teams from South America. It is the oldest still-running continental football competition. The competition determines the champions of South America, minus Suriname, Guyana and French Guiana. Since the 1990s, teams from North America and Asia have also been invited to compete.

Goldblatt, David Goldblatt (2008). The Ball Is Round: A Global History of Soccer. Penguin Group. ISBN 978-1-59448-296-0.
Jozsa, Frank (2009). Global Sports: Cultures, Markets and Organizations. World Scientific. ISBN 978-981-283-569-7.
Barraza, Jorge (1990). Copa Libertadores de América, 30 años (in Spanish). Confederación Sudamericana de Fútbol.
Napoleão, Antonio Carlos (1999). O Brasil na Taça Libertadores da América (in Portuguese). Mauad Editora Ltda. ISBN 85-7478-001-4.
Todeschini, Maurício (2008). Taças Internacionais – Clubes 1927–2007 (in Portuguese). LuísAmorimEditions. ISBN 978-989-95672-2-1.

Official website 
Copa Libertadores on Instagram
Copa Libertadores on the RSSSF
Conmebol Libertadores news Archived January 13, 2022, at the Wayback Machine at Fox Sports Mexico (in Spanish)
Copa Libertadores news at ESPN (in Spanish)
Copa Libertadores at Univision (in Spanish)
Copa Libertadores at worldfootball.net

The history of association football, more commonly known as football or soccer, stretches back to at least medieval times. FIFA cites Cuju in ancient China as the earliest form of a kicking game for which there is scientific evidence, a military manual from the Han dynasty, and it closely resembles modern association football. Similar games were played in ancient Japan, Greece, and Rome. The first written evidence of a football match came in England in about 1170.",False,0.8782726869999351,5.194776620000084,6.073049307000019
Who won the UEFA Euro 2024 Golden Boot?,unanswerable,bm25_semantic,semantic,True,True,True,I don't know.,"At the 2018 World Cup, England reached the semi-finals for the third time. After finishing second in their group, England faced Colombia in the round of 16 where they won on penalties for the first time at a World Cup, before beating Sweden in the quarter-finals. In the semi-final, they were beaten 2–1 in extra time by Croatia and finished fourth after losing the match for third place against Belgium. England striker Harry Kane finished the tournament as top scorer with six goals and was awarded the golden boot.

Real Madrid won their 15th Champions League without losing a single match during the campaign. Following the conclusion of the 2023–24 season, Real Madrid announced that striker Kylian Mbappé would be joining the club on a free transfer from Paris Saint-Germain in July 2024, concluding one of the most highly anticipated transfer sagas in modern history. On 18 December 2024, Real Madrid clinched their second trophy of the season, uplifting the inaugural 2024 FIFA Intercontinental Cup by beating Pachuca 3–0. Despite high expectations, Madrid endured a disappointing 2024–25 season, finishing as runners-up in all 3 domestic competitions to FC Barcelona. They suffered a 5–2 defeat to Barça in the 2025 Supercopa de España final and were edged out 3–2 after extra time in the 2024-25 Copa del Rey final. The season also saw a humbling Champions League quarter-final exit, as Real Madrid were eliminated by Arsenal 5–1 on aggregate.

Aymeric Laporte was a central figure in Spain's victorious run at UEFA Euro 2024, winning the tournament while playing in the Saudi Pro League. Meanwhile, Cristiano Ronaldo was the top scorer for Portugal during their victorious 2024–25 UEFA Nations League campaign, playing a pivotal role throughout the tournament and scoring in the final.",False,0.050638481999840224,4.116887955000038,4.167526436999879
